식당 이름,계정 ID,계정의 리뷰 수,방문 날짜,방문 횟수,인증 수단,리뷰 내용,리뷰 글자 수,리뷰 내 사진 유무
원조 조박집 본관,sal****,94,2025.05.08,1번째 방문,예약,간이 대체적으로 슴슴하고 익숙한 맛이라 좋았어요 불판 불 조절하는게 반대로 된 테이블인데 직원분들 안내도 없고 고기 타는데 물어보니 오는 사람마다 불 조절 방법 방향 다르게 말해줘 좀 아쉽습니다,108,True
원조 조박집 본관,퐁퐁버블,1439,2025.05.08,1번째 방문,영수증,음식들 깔끔하고 고기 자극적이지않아 좋고 친절하시고 식혜가 미쳤네요👍,38,True
원조 조박집 본관,딸2아빠,917,2025.05.06,1번째 방문,영수증,맛나서 좋기는 한데요.. 많이 시켰을때보다 조금 시켰을때랑 양이 같은 이유는 뭘까요.. 가격에 비해 그램수가 적은게 너무 아쉽네요..,74,True
원조 조박집 본관,moon403,34,2025.05.03,1번째 방문,영수증,성시경씨 유튜브보고 부흥숯불갈비 갔더니 점심 대기까지 끝났대서 차로 10분내 유명 갈비집 검색해서 왔는데...너무 실망.. 일단 고기가 여기 근처 살아도 오고 싶은 정도도 아니고 고기집에서 샐러드 저렇게 남긴건 또 처음입니다. 국수 동치미도 동치미 국물 맛 자체가 없고 시래기(?)된장국도 고기집 된장국중 최하맛. 맛있다는 분들이 많으셔서 좀 놀랐습니다. 차라리 사는 동네에서 있는 고기집을 갈 걸 후회하며 얼른 먹고 나왔습니다.,240,True
원조 조박집 본관,올리브많이,1547,2025.05.02,1번째 방문,영수증,"양념 돼지갈비가 맛있고, 같이 나오는 동치미 국수가 시원하고 좋았어요. 점심에 어르신들도 많이 오시고 직원분이 친절하셔서 기분 좋게 식사했습니다.",81,True
원조 조박집 본관,나비 처럼 날아,1408,2025.04.29,1번째 방문,영수증,"잡내없이 부드러운 식감의 돼지갈비와 아삭하게 잘익은 총각김치 까지 여러모로 장점이 많은 이름난 식당인지라 돼지갈비 1인분(250g)에 19,000원 이면 참숯을 사용해야 되는건 아닐까 하는 생각이다. since 1979",122,True
원조 조박집 본관,ya****,1652,2025.04.26,7번째 방문,영수증,맛있어요 좋아요 항상같은 맛으로 진짜좋으네요.,25,True
원조 조박집 본관,봄이랑봄,557,2025.04.25,1번째 방문,영수증,직원분들 다 친절하시고 주차는 건너편에 있는 공영주차장에 하시면 되요. 후식 식혜도 맛있어요 ㅎㅎ,54,True
원조 조박집 본관,프로필설정어려워요,1089,2025.04.24,1번째 방문,영수증,조박집 진짜 엄청 맛있어요... 자주 갈래요,24,True
원조 조박집 본관,cho****,109,2025.04.23,4번째 방문,영수증,조박집은 맛잇어서 사진을 찍기 힘들어요 고기먹기 바뻐서 정신차리고 보면 이미 다 먹었담니다 고기는 거의 맛 없을때가 없고 야채며 파조리며 상추도 넉넉히 주시고 천원짜리 법과 찌개 직접 담근 총각김치와 식혜까지 정말 최애 고기집입니다,129,True
원조 조박집 본관,해운대소쩍새,805,2025.04.19,1번째 방문,영수증,지나다니며 보기만 하다 방문... 사람 많고 양도 많고...🐷👍,35,False
원조 조박집 본관,뿡뿡이4255,663,2025.04.15,1번째 방문,영수증,"돼지갈비 1인분 19,000 ⭐️⭐️⭐️⭐️⭐️",26,True
